ChemicalName,Symptom,relationship
N-Ethyl-m-Toluidine,Blistering,hasSymptom
N-Ethyl-m-Toluidine,itching,hasSymptom
N-Ethyl-m-Toluidine,Peeling/exfoliation,hasSymptom
N-Ethyl-m-Toluidine,Rash,hasSymptom
N-Ethyl-m-Toluidine,Skin burns/burning,hasSymptom
N-Ethyl-m-Toluidine,Skin redness,hasSymptom
N-Ethyl-m-Toluidine,Skin sweling,hasSymptom
"3,4-Dimethylbenzyl Chloride",Eye irritation/redness,hasSymptom
"3,4-Dimethylbenzyl Chloride",Eye Swelling,hasSymptom
"3,4-Dimethylbenzyl Chloride",Impaired Vision,hasSymptom
"3,4-Dimethylbenzyl Chloride",Light Sensitivity,hasSymptom
"3,4-Dimethylbenzyl Chloride",Tearing,hasSymptom
"3,4-Dimethylbenzyl Chloride",Vision Loss,hasSymptom
"3,4-Dimethylbenzyl Chloride",Chest Discomfort,hasSymptom
"3,4-Dimethylbenzyl Chloride",Resp burning/irritation,hasSymptom
"3,4-Dimethylbenzyl Chloride",Blistering,hasSymptom
"3,4-Dimethylbenzyl Chloride",itching,hasSymptom
"3,4-Dimethylbenzyl Chloride",Peeling/exfoliation,hasSymptom
"3,4-Dimethylbenzyl Chloride",Rash,hasSymptom
"3,4-Dimethylbenzyl Chloride",Skin burns/burning,hasSymptom
"3,4-Dimethylbenzyl Chloride",Skin redness,hasSymptom
"3,4-Dimethylbenzyl Chloride",Skin sweling,hasSymptom
"3,4-Dichlorobenzyl chloride",Eye irritation/redness,hasSymptom
"3,4-Dichlorobenzyl chloride",Eye Swelling,hasSymptom
"3,4-Dichlorobenzyl chloride",Impaired Vision,hasSymptom
"3,4-Dichlorobenzyl chloride",Light Sensitivity,hasSymptom
"3,4-Dichlorobenzyl chloride",Tearing,hasSymptom
"3,4-Dichlorobenzyl chloride",Vision Loss,hasSymptom
"3,4-Dichlorobenzyl chloride",Chest Discomfort,hasSymptom
"3,4-Dichlorobenzyl chloride",Resp burning/irritation,hasSymptom
"3,4-Dichlorobenzyl chloride",Blistering,hasSymptom
"3,4-Dichlorobenzyl chloride",itching,hasSymptom
"3,4-Dichlorobenzyl chloride",Peeling/exfoliation,hasSymptom
"3,4-Dichlorobenzyl chloride",Rash,hasSymptom
"3,4-Dichlorobenzyl chloride",Skin burns/burning,hasSymptom
"3,4-Dichlorobenzyl chloride",Skin redness,hasSymptom
"3,4-Dichlorobenzyl chloride",Skin sweling,hasSymptom
n-Butyl Diethanol-amine,Eye irritation/redness,hasSymptom
n-Butyl Diethanol-amine,Eye Swelling,hasSymptom
n-Butyl Diethanol-amine,Impaired Vision,hasSymptom
n-Butyl Diethanol-amine,Light Sensitivity,hasSymptom
n-Butyl Diethanol-amine,Tearing,hasSymptom
n-Butyl Diethanol-amine,Vision Loss,hasSymptom
n-Butyl Diethanol-amine,Blistering,hasSymptom
n-Butyl Diethanol-amine,itching,hasSymptom
n-Butyl Diethanol-amine,Peeling/exfoliation,hasSymptom
n-Butyl Diethanol-amine,Rash,hasSymptom
n-Butyl Diethanol-amine,Skin burns/burning,hasSymptom
n-Butyl Diethanol-amine,Skin redness,hasSymptom
n-Butyl Diethanol-amine,Skin sweling,hasSymptom
2-(Dibutylamino)Ethanol,Dizziness,hasSymptom
2-(Dibutylamino)Ethanol,Paralysis,hasSymptom
2-(Dibutylamino)Ethanol,Spasm/seizures,hasSymptom
2-(Dibutylamino)Ethanol,unresponsive,hasSymptom
2-(Dibutylamino)Ethanol,Constricted Pupils,hasSymptom
2-(Dibutylamino)Ethanol,Eye irritation/redness,hasSymptom
2-(Dibutylamino)Ethanol,Eye Swelling,hasSymptom
2-(Dibutylamino)Ethanol,Impaired Vision,hasSymptom
2-(Dibutylamino)Ethanol,Light Sensitivity,hasSymptom
2-(Dibutylamino)Ethanol,Tearing,hasSymptom
2-(Dibutylamino)Ethanol,Vision Loss,hasSymptom
2-(Dibutylamino)Ethanol,Nosal Irritation,hasSymptom
2-(Dibutylamino)Ethanol,Coughing/chocking,hasSymptom
2-(Dibutylamino)Ethanol,Drooling/Salivation,hasSymptom
2-(Dibutylamino)Ethanol,Throat irritation,hasSymptom
2-(Dibutylamino)Ethanol,Chest Discomfort,hasSymptom
2-(Dibutylamino)Ethanol,Coughing/Chocking,hasSymptom
2-(Dibutylamino)Ethanol,Rapid Breathing,hasSymptom
2-(Dibutylamino)Ethanol,Resp burning/irritation,hasSymptom
2-(Dibutylamino)Ethanol,Shortness of Breathing,hasSymptom
2-(Dibutylamino)Ethanol,Wheezing,hasSymptom
2-(Dibutylamino)Ethanol,Abdom. Discomfort,hasSymptom
2-(Dibutylamino)Ethanol,Diarrhea,hasSymptom
2-(Dibutylamino)Ethanol,Nausea,hasSymptom
2-(Dibutylamino)Ethanol,Vomiting,hasSymptom
2-(Dibutylamino)Ethanol,Blistering,hasSymptom
2-(Dibutylamino)Ethanol,itching,hasSymptom
2-(Dibutylamino)Ethanol,Peeling/exfoliation,hasSymptom
2-(Dibutylamino)Ethanol,Rash,hasSymptom
2-(Dibutylamino)Ethanol,Skin burns/burning,hasSymptom
2-(Dibutylamino)Ethanol,Skin redness,hasSymptom
2-(Dibutylamino)Ethanol,Skin sweling,hasSymptom
2-(Dibutylamino)Ethanol,Sweating,hasSymptom
Tributylamine,High Body Temp,hasSymptom
Tributylamine,Eye irritation/redness,hasSymptom
Tributylamine,Eye Swelling,hasSymptom
Tributylamine,Impaired Vision,hasSymptom
Tributylamine,Light Sensitivity,hasSymptom
Tributylamine,Tearing,hasSymptom
Tributylamine,Nosal Irritation,hasSymptom
Tributylamine,Coughing/chocking,hasSymptom
Tributylamine,Mouth irritation,hasSymptom
Tributylamine,Throat irritation,hasSymptom
Tributylamine,Chest Discomfort,hasSymptom
Tributylamine,Coughing/Chocking,hasSymptom
Tributylamine,Rapid Breathing,hasSymptom
Tributylamine,Shortness of Breathing,hasSymptom
Tributylamine,Wheezing,hasSymptom
Tributylamine,Blistering,hasSymptom
Tributylamine,itching,hasSymptom
Tributylamine,Peeling/exfoliation,hasSymptom
Tributylamine,Rash,hasSymptom
Tributylamine,Skin burns/burning,hasSymptom
Tributylamine,Skin redness,hasSymptom
Tributylamine,Skin sweling,hasSymptom
n-Isopropylbenzylamine,Eye irritation/redness,hasSymptom
n-Isopropylbenzylamine,Eye Swelling,hasSymptom
n-Isopropylbenzylamine,Tearing,hasSymptom
n-Isopropylbenzylamine,Chest Discomfort,hasSymptom
n-Isopropylbenzylamine,Resp burning/irritation,hasSymptom
n-Isopropylbenzylamine,itching,hasSymptom
n-Isopropylbenzylamine,Rash,hasSymptom
n-Isopropylbenzylamine,Skin redness,hasSymptom
2-Ethylhexyl Acetate,Eye irritation/redness,hasSymptom
2-Ethylhexyl Acetate,Eye Swelling,hasSymptom
2-Ethylhexyl Acetate,Tearing,hasSymptom
2-Ethylhexyl Acetate,itching,hasSymptom
2-Ethylhexyl Acetate,Rash,hasSymptom
2-Ethylhexyl Acetate,Skin redness,hasSymptom
2-Ethylhexyl Acrylate,drowsiness,hasSymptom
2-Ethylhexyl Acrylate,Spasm/seizures,hasSymptom
2-Ethylhexyl Acrylate,Eye irritation/redness,hasSymptom
2-Ethylhexyl Acrylate,Tearing,hasSymptom
2-Ethylhexyl Acrylate,Chest Discomfort,hasSymptom
2-Ethylhexyl Acrylate,Resp burning/irritation,hasSymptom
2-Ethylhexyl Acrylate,Abdom. Discomfort,hasSymptom
2-Ethylhexyl Acrylate,Diarrhea,hasSymptom
2-Ethylhexyl Acrylate,Nausea,hasSymptom
2-Ethylhexyl Acrylate,Vomiting,hasSymptom
2-Ethylhexyl Acrylate,itching,hasSymptom
2-Ethylhexyl Acrylate,Rash,hasSymptom
2-Ethylhexyl Acrylate,Skin redness,hasSymptom
Bis(2-Ethylhexyl) Adipate,Eye irritation/redness,hasSymptom
Bis(2-Ethylhexyl) Adipate,Tearing,hasSymptom
Bis(2-Ethylhexyl) Adipate,itching,hasSymptom
Bis(2-Ethylhexyl) Adipate,Skin redness,hasSymptom
Dibenzylamine,Eye irritation/redness,hasSymptom
Dibenzylamine,Eye Swelling,hasSymptom
Dibenzylamine,Impaired Vision,hasSymptom
Dibenzylamine,Light Sensitivity,hasSymptom
Dibenzylamine,Tearing,hasSymptom
Dibenzylamine,Vision Loss,hasSymptom
Dibenzylamine,Blistering,hasSymptom
Dibenzylamine,itching,hasSymptom
Dibenzylamine,Peeling/exfoliation,hasSymptom
Dibenzylamine,Rash,hasSymptom
Dibenzylamine,Skin burns/burning,hasSymptom
Dibenzylamine,Skin redness,hasSymptom
Dibenzylamine,Skin sweling,hasSymptom
Benzyl Ether,Eye irritation/redness,hasSymptom
Benzyl Ether,Eye Swelling,hasSymptom
Benzyl Ether,Tearing,hasSymptom
Benzyl Ether,Nausea,hasSymptom
Benzyl Ether,itching,hasSymptom
Benzyl Ether,Skin redness,hasSymptom
Benzyl Ether,Skin sweling,hasSymptom
(2-Bromoethyl)Benzene,Eye irritation/redness,hasSymptom
(2-Bromoethyl)Benzene,Eye Swelling,hasSymptom
(2-Bromoethyl)Benzene,Tearing,hasSymptom
(2-Bromoethyl)Benzene,itching,hasSymptom
(2-Bromoethyl)Benzene,Rash,hasSymptom
(2-Bromoethyl)Benzene,Skin redness,hasSymptom
?-Bromostyrene,itching,hasSymptom
?-Bromostyrene,Skin redness,hasSymptom
N-Benzylmethylamine,Eye irritation/redness,hasSymptom
N-Benzylmethylamine,Eye Swelling,hasSymptom
N-Benzylmethylamine,Impaired Vision,hasSymptom
N-Benzylmethylamine,Light Sensitivity,hasSymptom
N-Benzylmethylamine,Tearing,hasSymptom
N-Benzylmethylamine,Vision Loss,hasSymptom
N-Benzylmethylamine,Blistering,hasSymptom
N-Benzylmethylamine,itching,hasSymptom
N-Benzylmethylamine,Peeling/exfoliation,hasSymptom
N-Benzylmethylamine,Rash,hasSymptom
N-Benzylmethylamine,Skin burns/burning,hasSymptom
N-Benzylmethylamine,Skin redness,hasSymptom
N-Benzylmethylamine,Skin sweling,hasSymptom
Phenyl isothiocyanate,Eye irritation/redness,hasSymptom
Phenyl isothiocyanate,Eye Swelling,hasSymptom
Phenyl isothiocyanate,Impaired Vision,hasSymptom
Phenyl isothiocyanate,Light Sensitivity,hasSymptom
Phenyl isothiocyanate,Tearing,hasSymptom
Phenyl isothiocyanate,Vision Loss,hasSymptom
Phenyl isothiocyanate,Coughing/chocking,hasSymptom
Phenyl isothiocyanate,Chest Discomfort,hasSymptom
Phenyl isothiocyanate,Coughing/Chocking,hasSymptom
Phenyl isothiocyanate,Rapid Breathing,hasSymptom
Phenyl isothiocyanate,Shortness of Breathing,hasSymptom
Phenyl isothiocyanate,Wheezing,hasSymptom
Phenyl isothiocyanate,Nausea,hasSymptom
Phenyl isothiocyanate,Vomiting,hasSymptom
Phenyl isothiocyanate,Blistering,hasSymptom
Phenyl isothiocyanate,itching,hasSymptom
Phenyl isothiocyanate,Peeling/exfoliation,hasSymptom
Phenyl isothiocyanate,Rash,hasSymptom
Phenyl isothiocyanate,Skin burns/burning,hasSymptom
Phenyl isothiocyanate,Skin redness,hasSymptom
Phenyl isothiocyanate,Skin sweling,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Eye irritation/redness,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Eye Swelling,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Impaired Vision,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Tearing,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Chest Discomfort,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Resp burning/irritation,hasSymptom
1-(2-Hydroxyethyl)Piperazine,itching,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Rash,hasSymptom
1-(2-Hydroxyethyl)Piperazine,Skin redness,hasSymptom
"N,N-Dimethylbenzylamine",High Body Temp,hasSymptom
"N,N-Dimethylbenzylamine",Headaches,hasSymptom
"N,N-Dimethylbenzylamine",Spasm/seizures,hasSymptom
"N,N-Dimethylbenzylamine",Eye irritation/redness,hasSymptom
"N,N-Dimethylbenzylamine",Eye Swelling,hasSymptom
"N,N-Dimethylbenzylamine",Impaired Vision,hasSymptom
"N,N-Dimethylbenzylamine",Light Sensitivity,hasSymptom
"N,N-Dimethylbenzylamine",Tearing,hasSymptom
"N,N-Dimethylbenzylamine",Nosal Irritation,hasSymptom
"N,N-Dimethylbenzylamine",Coughing/chocking,hasSymptom
"N,N-Dimethylbenzylamine",Throat irritation,hasSymptom
"N,N-Dimethylbenzylamine",Hypotension/Shock,hasSymptom
"N,N-Dimethylbenzylamine",Chest Discomfort,hasSymptom
"N,N-Dimethylbenzylamine",Coughing/Chocking,hasSymptom
"N,N-Dimethylbenzylamine",Pulmonary Edema,hasSymptom
"N,N-Dimethylbenzylamine",Rapid Breathing,hasSymptom
"N,N-Dimethylbenzylamine",Resp burning/irritation,hasSymptom
"N,N-Dimethylbenzylamine",Shortness of Breathing,hasSymptom
"N,N-Dimethylbenzylamine",Wheezing,hasSymptom
"N,N-Dimethylbenzylamine",Nausea,hasSymptom
"N,N-Dimethylbenzylamine",Vomiting,hasSymptom
"N,N-Dimethylbenzylamine",Blistering,hasSymptom
"N,N-Dimethylbenzylamine",itching,hasSymptom
"N,N-Dimethylbenzylamine",Pale,hasSymptom
"N,N-Dimethylbenzylamine",Peeling/exfoliation,hasSymptom
"N,N-Dimethylbenzylamine",Rash,hasSymptom
"N,N-Dimethylbenzylamine",Skin burns/burning,hasSymptom
"N,N-Dimethylbenzylamine",Skin redness,hasSymptom
"N,N-Dimethylbenzylamine",Skin sweling,hasSymptom
"N,N-Dimethylbenzylamine",Sweating,hasSymptom
Acetaminophen,Chilles,hasSymptom
Acetaminophen,High Body Temp,hasSymptom
Acetaminophen,Shivering,hasSymptom
Acetaminophen,Agitation,hasSymptom
Acetaminophen,Dizziness,hasSymptom
Acetaminophen,fatigue/weakness,hasSymptom
Acetaminophen,Lower Mentatl State,hasSymptom
Acetaminophen,Numbness/tingling,hasSymptom
Acetaminophen,unresponsive,hasSymptom
Acetaminophen,Dilated Pupils,hasSymptom
Acetaminophen,Eye irritation/redness,hasSymptom
Acetaminophen,Eye Swelling,hasSymptom
Acetaminophen,Tearing,hasSymptom
Acetaminophen,Nosal Irritation,hasSymptom
Acetaminophen,Coughing/chocking,hasSymptom
Acetaminophen,Throat irritation,hasSymptom
Acetaminophen,Arrythmia,hasSymptom
Acetaminophen,Chest pain,hasSymptom
Acetaminophen,Hypertension,hasSymptom
Acetaminophen,Hypotension/Shock,hasSymptom
Acetaminophen,Hypoxia/Cyanosis,hasSymptom
Acetaminophen,Tachycardia,hasSymptom
Acetaminophen,Chest Discomfort,hasSymptom
Acetaminophen,Coughing/Chocking,hasSymptom
Acetaminophen,Hypoxia/cyanosis,hasSymptom
Acetaminophen,Resp burning/irritation,hasSymptom
Acetaminophen,Wheezing,hasSymptom
Acetaminophen,Diarrhea,hasSymptom
Acetaminophen,Nausea,hasSymptom
Acetaminophen,Urinary pain/burning,hasSymptom
Acetaminophen,Vomiting,hasSymptom
Acetaminophen,itching,hasSymptom
Acetaminophen,Jaundice/yellow,hasSymptom
Acetaminophen,Numbness/tingling,hasSymptom
Acetaminophen,Rash,hasSymptom
Acetaminophen,Skin redness,hasSymptom
Acetaminophen,Sweating,hasSymptom
4-Butylaniline,Eye irritation/redness,hasSymptom
4-Butylaniline,Eye Swelling,hasSymptom
4-Butylaniline,Tearing,hasSymptom
4-Butylaniline,Nosal Irritation,hasSymptom
4-Butylaniline,Coughing/chocking,hasSymptom
4-Butylaniline,Mouth irritation,hasSymptom
4-Butylaniline,Throat irritation,hasSymptom
4-Butylaniline,Chest Discomfort,hasSymptom
4-Butylaniline,Coughing/Chocking,hasSymptom
4-Butylaniline,Rapid Breathing,hasSymptom
4-Butylaniline,Resp burning/irritation,hasSymptom
4-Butylaniline,Shortness of Breathing,hasSymptom
4-Butylaniline,Wheezing,hasSymptom
4-Butylaniline,Blistering,hasSymptom
4-Butylaniline,itching,hasSymptom
4-Butylaniline,Peeling/exfoliation,hasSymptom
4-Butylaniline,Rash,hasSymptom
4-Butylaniline,Skin redness,hasSymptom
4-Butylaniline,Skin sweling,hasSymptom
4-Nonylphenol,Eye irritation/redness,hasSymptom
4-Nonylphenol,Eye Swelling,hasSymptom
4-Nonylphenol,Impaired Vision,hasSymptom
4-Nonylphenol,Light Sensitivity,hasSymptom
4-Nonylphenol,Tearing,hasSymptom
4-Nonylphenol,Vision Loss,hasSymptom
4-Nonylphenol,Blistering,hasSymptom
4-Nonylphenol,itching,hasSymptom
4-Nonylphenol,Peeling/exfoliation,hasSymptom
4-Nonylphenol,Rash,hasSymptom
4-Nonylphenol,Skin burns/burning,hasSymptom
4-Nonylphenol,Skin redness,hasSymptom
4-Nonylphenol,Skin sweling,hasSymptom
Octalactone,itching,hasSymptom
Octalactone,Rash,hasSymptom
Octalactone,Skin redness,hasSymptom
Butylbenzene,Dizziness,hasSymptom
Butylbenzene,Eye irritation/redness,hasSymptom
Butylbenzene,Eye Swelling,hasSymptom
Butylbenzene,Impaired Vision,hasSymptom
Butylbenzene,Tearing,hasSymptom
Butylbenzene,Coughing/chocking,hasSymptom
Butylbenzene,Coughing/Chocking,hasSymptom
Butylbenzene,Blistering,hasSymptom
Butylbenzene,itching,hasSymptom
Butylbenzene,Peeling/exfoliation,hasSymptom
Butylbenzene,Rash,hasSymptom
Butylbenzene,Skin burns/burning,hasSymptom
Butylbenzene,Skin redness,hasSymptom
Butylbenzene,Skin sweling,hasSymptom
Benzyl Formate,itching,hasSymptom
Benzyl Formate,Rash,hasSymptom
Benzyl Formate,Skin redness,hasSymptom
γ-Nonalactone,itching,hasSymptom
γ-Nonalactone,Skin redness,hasSymptom
2-Benzylaminoethanol,Eye irritation/redness,hasSymptom
2-Benzylaminoethanol,Eye Swelling,hasSymptom
2-Benzylaminoethanol,Impaired Vision,hasSymptom
2-Benzylaminoethanol,Light Sensitivity,hasSymptom
2-Benzylaminoethanol,Tearing,hasSymptom
2-Benzylaminoethanol,Vision Loss,hasSymptom
2-Benzylaminoethanol,Blistering,hasSymptom
2-Benzylaminoethanol,itching,hasSymptom
2-Benzylaminoethanol,Peeling/exfoliation,hasSymptom
2-Benzylaminoethanol,Rash,hasSymptom
2-Benzylaminoethanol,Skin burns/burning,hasSymptom
2-Benzylaminoethanol,Skin redness,hasSymptom
2-Benzylaminoethanol,Skin sweling,hasSymptom
1-Phenyldecane,Eye irritation/redness,hasSymptom
1-Phenyldecane,Eye Swelling,hasSymptom
1-Phenyldecane,Tearing,hasSymptom
1-Phenyldecane,Nosal Irritation,hasSymptom
1-Phenyldecane,Coughing/chocking,hasSymptom
1-Phenyldecane,Throat irritation,hasSymptom
1-Phenyldecane,Chest Discomfort,hasSymptom
1-Phenyldecane,Coughing/Chocking,hasSymptom
1-Phenyldecane,Pulmonary Edema,hasSymptom
1-Phenyldecane,Resp burning/irritation,hasSymptom
1-Phenyldecane,Abdom. Discomfort,hasSymptom
1-Phenyldecane,itching,hasSymptom
1-Phenyldecane,Rash,hasSymptom
1-Phenyldecane,Skin redness,hasSymptom
2-Ethyl-1-Hexylamine,Eye irritation/redness,hasSymptom
2-Ethyl-1-Hexylamine,Eye Swelling,hasSymptom
2-Ethyl-1-Hexylamine,Impaired Vision,hasSymptom
2-Ethyl-1-Hexylamine,Light Sensitivity,hasSymptom
2-Ethyl-1-Hexylamine,Tearing,hasSymptom
2-Ethyl-1-Hexylamine,Vision Loss,hasSymptom
2-Ethyl-1-Hexylamine,Nosal Irritation,hasSymptom
2-Ethyl-1-Hexylamine,Coughing/chocking,hasSymptom
2-Ethyl-1-Hexylamine,Mouth irritation,hasSymptom
2-Ethyl-1-Hexylamine,Throat irritation,hasSymptom
2-Ethyl-1-Hexylamine,Chest Discomfort,hasSymptom
2-Ethyl-1-Hexylamine,Coughing/Chocking,hasSymptom
2-Ethyl-1-Hexylamine,Rapid Breathing,hasSymptom
2-Ethyl-1-Hexylamine,Shortness of Breathing,hasSymptom
2-Ethyl-1-Hexylamine,Wheezing,hasSymptom
2-Ethyl-1-Hexylamine,Blistering,hasSymptom
2-Ethyl-1-Hexylamine,itching,hasSymptom
2-Ethyl-1-Hexylamine,Peeling/exfoliation,hasSymptom
2-Ethyl-1-Hexylamine,Rash,hasSymptom
2-Ethyl-1-Hexylamine,Skin burns/burning,hasSymptom
2-Ethyl-1-Hexylamine,Skin redness,hasSymptom
2-Ethyl-1-Hexylamine,Skin sweling,hasSymptom
2-Ethyl-1-Hexanol,Dizziness,hasSymptom
2-Ethyl-1-Hexanol,fatigue/weakness,hasSymptom
2-Ethyl-1-Hexanol,Headaches,hasSymptom
2-Ethyl-1-Hexanol,Paralysis,hasSymptom
2-Ethyl-1-Hexanol,unresponsive,hasSymptom
2-Ethyl-1-Hexanol,Eye irritation/redness,hasSymptom
2-Ethyl-1-Hexanol,Eye Swelling,hasSymptom
2-Ethyl-1-Hexanol,Impaired Vision,hasSymptom
2-Ethyl-1-Hexanol,Tearing,hasSymptom
2-Ethyl-1-Hexanol,Nosal Irritation,hasSymptom
2-Ethyl-1-Hexanol,Coughing/chocking,hasSymptom
2-Ethyl-1-Hexanol,Throat irritation,hasSymptom
2-Ethyl-1-Hexanol,Coughing/Chocking,hasSymptom
2-Ethyl-1-Hexanol,Nausea,hasSymptom
2-Ethyl-1-Hexanol,Dry skin,hasSymptom
2-Ethyl-1-Hexanol,itching,hasSymptom
2-Ethyl-1-Hexanol,Rash,hasSymptom
2-Ethyl-1-Hexanol,Skin redness,hasSymptom
3-(Diethylamino)Propylamine,Dizziness,hasSymptom
3-(Diethylamino)Propylamine,Eye irritation/redness,hasSymptom
3-(Diethylamino)Propylamine,Eye Swelling,hasSymptom
3-(Diethylamino)Propylamine,Impaired Vision,hasSymptom
3-(Diethylamino)Propylamine,Light Sensitivity,hasSymptom
3-(Diethylamino)Propylamine,Tearing,hasSymptom
3-(Diethylamino)Propylamine,Vision Loss,hasSymptom
3-(Diethylamino)Propylamine,Coughing/chocking,hasSymptom
3-(Diethylamino)Propylamine,Coughing/Chocking,hasSymptom
3-(Diethylamino)Propylamine,Blistering,hasSymptom
3-(Diethylamino)Propylamine,itching,hasSymptom
3-(Diethylamino)Propylamine,Peeling/exfoliation,hasSymptom
3-(Diethylamino)Propylamine,Rash,hasSymptom
3-(Diethylamino)Propylamine,Skin burns/burning,hasSymptom
3-(Diethylamino)Propylamine,Skin redness,hasSymptom
3-(Diethylamino)Propylamine,Skin sweling,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Eye irritation/redness,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Eye Swelling,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Impaired Vision,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Light Sensitivity,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Tearing,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Vision Loss,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Blistering,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",itching,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Peeling/exfoliation,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Rash,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Skin burns/burning,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Skin redness,hasSymptom
"N,N-Diethyl-n-Methyl ethylene diamine",Skin sweling,hasSymptom
4-Methylbenzyl Chloride,High Body Temp,hasSymptom
4-Methylbenzyl Chloride,Eye irritation/redness,hasSymptom
4-Methylbenzyl Chloride,Eye Swelling,hasSymptom
4-Methylbenzyl Chloride,Impaired Vision,hasSymptom
4-Methylbenzyl Chloride,Light Sensitivity,hasSymptom
4-Methylbenzyl Chloride,Tearing,hasSymptom
4-Methylbenzyl Chloride,Vision Loss,hasSymptom
4-Methylbenzyl Chloride,Bloddy Nose,hasSymptom
4-Methylbenzyl Chloride,Nosal Irritation,hasSymptom
4-Methylbenzyl Chloride,Runny nose,hasSymptom
4-Methylbenzyl Chloride,Sneezing,hasSymptom
4-Methylbenzyl Chloride,Coughing/chocking,hasSymptom
4-Methylbenzyl Chloride,Dry mouth/throat,hasSymptom
4-Methylbenzyl Chloride,Mouth irritation,hasSymptom
4-Methylbenzyl Chloride,Throat irritation,hasSymptom
4-Methylbenzyl Chloride,Chest Discomfort,hasSymptom
4-Methylbenzyl Chloride,Congestion,hasSymptom
4-Methylbenzyl Chloride,Coughing/Chocking,hasSymptom
4-Methylbenzyl Chloride,Coughing Blood,hasSymptom
4-Methylbenzyl Chloride,Pulmonary Edema,hasSymptom
4-Methylbenzyl Chloride,Resp burning/irritation,hasSymptom
4-Methylbenzyl Chloride,Shortness of Breathing,hasSymptom
4-Methylbenzyl Chloride,Sneezing,hasSymptom
4-Methylbenzyl Chloride,Wheezing,hasSymptom
4-Methylbenzyl Chloride,Abdom. Discomfort,hasSymptom
4-Methylbenzyl Chloride,Diarrhea,hasSymptom
4-Methylbenzyl Chloride,Nausea,hasSymptom
4-Methylbenzyl Chloride,Urinary pain/burning,hasSymptom
4-Methylbenzyl Chloride,"Urination, bloody",hasSymptom
4-Methylbenzyl Chloride,Vomiting,hasSymptom
4-Methylbenzyl Chloride,Vomiting Blood,hasSymptom
4-Methylbenzyl Chloride,Blistering,hasSymptom
4-Methylbenzyl Chloride,itching,hasSymptom
4-Methylbenzyl Chloride,Peeling/exfoliation,hasSymptom
4-Methylbenzyl Chloride,Rash,hasSymptom
4-Methylbenzyl Chloride,Skin burns/burning,hasSymptom
4-Methylbenzyl Chloride,Skin redness,hasSymptom
4-Methylbenzyl Chloride,Skin sweling,hasSymptom
4-Chlorobenzylamine,Eye irritation/redness,hasSymptom
4-Chlorobenzylamine,Eye Swelling,hasSymptom
4-Chlorobenzylamine,Impaired Vision,hasSymptom
4-Chlorobenzylamine,Light Sensitivity,hasSymptom
4-Chlorobenzylamine,Tearing,hasSymptom
4-Chlorobenzylamine,Vision Loss,hasSymptom
4-Chlorobenzylamine,Blistering,hasSymptom
4-Chlorobenzylamine,itching,hasSymptom
4-Chlorobenzylamine,Peeling/exfoliation,hasSymptom
4-Chlorobenzylamine,Rash,hasSymptom
4-Chlorobenzylamine,Skin burns/burning,hasSymptom
4-Chlorobenzylamine,Skin redness,hasSymptom
4-Chlorobenzylamine,Skin sweling,hasSymptom
P-Tolualdehyde,Eye irritation/redness,hasSymptom
P-Tolualdehyde,Eye Swelling,hasSymptom
P-Tolualdehyde,Tearing,hasSymptom
P-Tolualdehyde,Nosal Irritation,hasSymptom
P-Tolualdehyde,Coughing/chocking,hasSymptom
P-Tolualdehyde,Mouth irritation,hasSymptom
P-Tolualdehyde,Throat irritation,hasSymptom
P-Tolualdehyde,Chest Discomfort,hasSymptom
P-Tolualdehyde,Coughing/Chocking,hasSymptom
P-Tolualdehyde,Resp burning/irritation,hasSymptom
P-Tolualdehyde,Shortness of Breathing,hasSymptom
P-Tolualdehyde,Wheezing,hasSymptom
P-Tolualdehyde,itching,hasSymptom
P-Tolualdehyde,Numbness/tingling,hasSymptom
P-Tolualdehyde,Rash,hasSymptom
P-Tolualdehyde,Skin redness,hasSymptom
P-Tolualdehyde,Skin sweling,hasSymptom
4-Bromoanisole,itching,hasSymptom
4-Bromoanisole,Rash,hasSymptom
4-Bromoanisole,Skin redness,hasSymptom
4-Methylanisole,Eye irritation/redness,hasSymptom
4-Methylanisole,Eye Swelling,hasSymptom
4-Methylanisole,Tearing,hasSymptom
4-Methylanisole,itching,hasSymptom
4-Methylanisole,Rash,hasSymptom
